id,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,s1,s2,date
17,518.67,1.3,47.97,519.26,2388.15,8229.73,8.5472,0.03,398,2388,100,644.0,38.52,23.0818,1601.52,1430.48,14.62,21.61,551.4,2388.13,9178.28,-0.0003,0.0005,2022-04-03
17,518.67,1.3,48.06,520.22,2388.12,8238.26,8.5171,0.03,397,2388,100,643.97,38.5,23.0517,1599.82,1432.46,14.62,21.61,551.51,2388.14,9172.75,-0.0006,-0.0004,2022-04-04
18,518.67,1.3,47.81,521.36,2388.08,8215.5,8.468,0.03,395,2388,100,643.09,38.82,23.2493,1596.47,1415.26,14.62,21.61,554.07,2388.08,9150.63,0.0011,0.0003,2022-03-16
18,518.67,1.3,47.65,521.45,2388.12,8218.26,8.4567,0.03,396,2388,100,643.11,38.81,23.1773,1602.3,1416.38,14.62,21.61,552.85,2388.03,9157.14,0.0006,-0.0004,2022-03-17
18,518.67,1.3,47.78,520.84,2388.11,8225.98,8.5067,0.03,396,2388,100,642.74,38.67,23.1483,1599.44,1417.74,14.62,21.61,552.88,2388.12,9157.33,0.0009,-0.0004,2022-03-18
18,518.67,1.3,47.58,521.1,2388.08,8226.08,8.5244,0.03,395,2388,100,642.22,38.8,23.1702,1601.1,1417.03,14.62,21.61,553.44,2388.07,9157.23,0.0014,-0.0001,2022-03-19
18,518.67,1.3,47.76,520.89,2388.06,8229.02,8.4783,0.03,396,2388,100,642.6,38.63,23.2429,1602.68,1424.29,14.62,21.61,553.14,2388.08,9162.42,0.0022,0.0,2022-03-20
18,518.67,1.3,47.91,520.94,2388.14,8227.06,8.4915,0.03,396,2388,100,643.33,38.49,23.0976,1600.23,1422.16,14.62,21.61,551.94,2388.12,9167.49,0.0016,-0.0001,2022-03-21
18,518.67,1.3,47.81,520.56,2388.07,8228.09,8.5002,0.03,395,2388,100,643.06,38.74,23.1709,1608.95,1417.2,14.62,21.61,552.84,2388.08,9170.17,0.0031,-0.0002,2022-03-22
18,518.67,1.3,47.85,520.77,2388.15,8243.3,8.4876,0.03,396,2388,100,643.16,38.51,23.0937,1599.22,1416.6,14.62,21.61,552.92,2388.04,9171.68,-0.0032,-0.0001,2022-03-23
18,518.67,1.3,47.88,520.47,2388.12,8237.12,8.5388,0.03,396,2388,100,643.56,38.67,23.0863,1604.92,1416.38,14.62,21.61,552.45,2388.12,9174.9,0.0024,-0.0003,2022-03-24
18,518.67,1.3,47.63,521.06,2388.15,8243.72,8.4848,0.03,395,2388,100,643.06,38.65,23.1556,1601.27,1417.87,14.62,21.61,552.25,2388.13,9178.75,-0.0001,-0.0002,2022-03-25
18,518.67,1.3,47.99,520.33,2388.16,8245.88,8.4843,0.03,394,2388,100,643.85,38.6,23.0816,1597.23,1425.43,14.62,21.61,552.58,2388.1,9191.36,0.0016,0.0001,2022-03-26
18,518.67,1.3,48.15,520.23,2388.12,8248.18,8.4426,0.03,396,2388,100,643.17,38.61,23.0819,1600.39,1422.43,14.62,21.61,551.82,2388.13,9177.82,-0.0006,-0.0002,2022-03-27
18,518.67,1.3,47.77,520.49,2388.09,8253.97,8.4999,0.03,395,2388,100,643.17,38.57,23.2292,1602.0,1428.31,14.62,21.61,552.77,2388.09,9187.67,0.0011,0.0001,2022-03-28
18,518.67,1.3,47.93,521.03,2388.1,8252.18,8.4955,0.03,396,2388,100,643.11,38.58,23.1173,1601.04,1433.02,14.62,21.61,552.09,2388.13,9195.53,-0.0001,-0.0004,2022-03-29
18,518.67,1.3,47.97,520.14,2388.11,8263.06,8.5376,0.03,397,2388,100,643.39,38.45,23.0872,1603.13,1424.21,14.62,21.61,551.39,2388.1,9196.3,0.002,-0.0003,2022-03-30
18,518.67,1.3,47.87,520.25,2388.13,8260.29,8.5102,0.03,396,2388,100,643.59,38.65,23.1001,1606.51,1423.47,14.62,21.61,551.58,2388.12,9206.21,-0.0007,-0.0001,2022-03-31
18,518.67,1.3,48.1,520.53,2388.18,8268.81,8.5372,0.03,397,2388,100,643.23,38.3,22.9841,1602.92,1426.15,14.62,21.61,552.23,2388.14,9204.44,-0.0018,-0.0004,2022-04-01
18,518.67,1.3,48.3,520.36,2388.15,8273.15,8.5429,0.03,396,2388,100,643.89,38.31,23.1555,1603.03,1423.65,14.62,21.61,552.22,2388.2,9210.95,0.0003,0.0001,2022-04-02
18,518.67,1.3,48.14,520.23,2388.12,8269.4,8.4945,0.03,397,2388,100,644.05,38.58,23.0109,1609.52,1423.44,14.62,21.61,551.52,2388.13,9223.56,0.0003,0.0004,2022-04-03
18,518.67,1.3,48.01,519.44,2388.39,8282.5,8.5132,0.03,398,2388,100,643.93,38.5,23.0304,1601.0,1428.08,14.62,21.61,551.43,2388.44,9224.53,-0.0029,-0.0001,2022-04-04
19,518.67,1.3,47.96,520.29,2388.27,8121.34,8.4808,0.03,396,2388,100,643.54,38.6,22.9693,1601.65,1425.36,14.62,21.61,550.69,2388.23,9043.92,0.0017,0.0004,2022-03-16
19,518.67,1.3,48.17,519.93,2388.26,8121.99,8.4837,0.03,395,2388,100,643.32,38.58,23.0929,1597.76,1417.45,14.62,21.61,551.81,2388.27,9040.71,-0.0004,0.0,2022-03-17
19,518.67,1.3,47.92,520.41,2388.22,8120.2,8.464,0.03,393,2388,100,643.23,38.64,23.1695,1599.42,1421.72,14.62,21.61,551.78,2388.28,9041.85,-0.0042,-0.0003,2022-03-18
19,518.67,1.3,47.96,519.93,2388.27,8119.97,8.4703,0.03,396,2388,100,643.65,38.57,23.2697,1592.36,1416.28,14.62,21.61,551.36,2388.24,9041.98,-0.0008,0.0,2022-03-19
19,518.67,1.3,48.06,519.76,2388.3,8127.73,8.4631,0.03,395,2388,100,643.8,38.66,23.1593,1599.1,1427.12,14.62,21.61,551.58,2388.25,9053.57,-0.0006,0.0004,2022-03-20
19,518.67,1.3,47.97,520.04,2388.23,8121.4,8.5121,0.03,395,2388,100,643.68,38.55,23.2047,1590.73,1425.19,14.62,21.61,551.58,2388.33,9038.57,0.0015,-0.0005,2022-03-21
19,518.67,1.3,48.08,519.46,2388.19,8116.09,8.4982,0.03,393,2388,100,642.79,38.55,23.148000000000003,1597.69,1421.19,14.62,21.61,551.96,2388.31,9042.6,-0.0005,0.0003,2022-03-22
19,518.67,1.3,48.18,519.52,2388.32,8116.25,8.521,0.03,395,2388,100,643.03,38.49,23.0104,1605.27,1424.03,14.62,21.61,552.16,2388.31,9043.71,-0.002,0.0003,2022-03-23
19,518.67,1.3,48.24,519.85,2388.26,8117.55,8.501,0.03,396,2388,100,643.48,38.54,23.1683,1604.18,1420.42,14.62,21.61,551.83,2388.28,9043.25,0.0006,-0.0002,2022-03-24
19,518.67,1.3,48.05,520.43,2388.27,8115.67,8.519,0.03,398,2388,100,643.01,38.62,23.0838,1605.53,1425.86,14.62,21.61,551.93,2388.32,9044.33,-0.0021,-0.0001,2022-03-25
19,518.67,1.3,48.0,519.3,2388.3,8123.56,8.5168,0.03,397,2388,100,643.57,38.43,23.1173,1604.98,1421.34,14.62,21.61,551.76,2388.32,9044.55,0.0016,-0.0002,2022-03-26
19,518.67,1.3,48.14,519.79,2388.29,8119.07,8.4934,0.03,395,2388,100,643.51,38.5,23.1234,1604.42,1431.34,14.62,21.61,551.38,2388.26,9042.26,0.0002,0.0001,2022-03-27
19,518.67,1.3,48.09,519.82,2388.3,8119.25,8.494,0.03,397,2388,100,643.94,38.52,23.0814,1603.13,1431.72,14.62,21.61,551.4,2388.32,9043.2,-0.0009,0.0001,2022-03-28
19,518.67,1.3,48.16,519.79,2388.26,8122.0,8.4974,0.03,395,2388,100,643.66,38.58,23.0703,1603.8,1431.3,14.62,21.61,552.2,2388.3,9046.71,-0.0012,-0.0004,2022-03-29
19,518.67,1.3,48.14,519.62,2388.31,8116.73,8.5113,0.03,396,2388,100,643.45,38.6,23.1006,1596.48,1427.77,14.62,21.61,550.73,2388.25,9042.05,0.0014,0.0004,2022-03-30
19,518.67,1.3,48.14,519.8,2388.29,8117.7,8.5145,0.03,397,2388,100,643.99,38.55,23.047,1600.85,1426.73,14.62,21.61,551.33,2388.27,9042.01,0.0051,0.0003,2022-03-31
19,518.67,1.3,48.15,519.45,2388.26,8118.91,8.5215,0.03,395,2388,100,642.92,38.23,23.053,1601.97,1433.78,14.62,21.61,551.24,2388.31,9041.73,0.0019,0.0,2022-04-01
19,518.67,1.3,48.14,519.67,2388.27,8120.36,8.538,0.03,396,2388,100,643.44,38.47,23.0858,1601.17,1430.45,14.62,21.61,550.9,2388.27,9035.58,-0.0029,-0.0002,2022-04-02
19,518.67,1.3,48.01,519.5,2388.29,8112.87,8.5381,0.03,395,2388,100,643.43,38.16,23.0758,1597.38,1426.98,14.62,21.61,551.22,2388.28,9042.2,0.0026,0.0,2022-04-03
19,518.67,1.3,48.23,519.22,2388.33,8117.14,8.5343,0.03,396,2388,100,643.34,38.28,22.9405,1605.58,1433.97,14.62,21.61,550.84,2388.3,9051.89,-0.0009,0.0004,2022-04-04
20,518.67,1.3,47.95,520.48,2388.2,8143.73,8.5027,0.03,397,2388,100,643.71,38.42,23.1,1600.26,1427.83,14.62,21.61,551.37,2388.2,9069.39,-0.0037,0.0002,2022-03-16
20,518.67,1.3,48.01,520.13,2388.21,8144.86,8.5006,0.03,395,2388,100,643.72,38.64,23.0235,1602.51,1426.99,14.62,21.61,551.65,2388.21,9067.06,-0.0008,-0.0001,2022-03-17
20,518.67,1.3,48.0,520.34,2388.22,8149.11,8.5402,0.03,395,2388,100,644.12,38.51,23.1025,1600.51,1419.65,14.62,21.61,552.47,2388.25,9061.66,0.0001,0.0003,2022-03-18
20,518.67,1.3,47.95,519.41,2388.24,8144.85,8.507,0.03,395,2388,100,643.51,38.49,23.06,1597.19,1426.75,14.62,21.61,551.55,2388.2,9063.1,-0.0021,0.0001,2022-03-19
20,518.67,1.3,47.94,520.04,2388.2,8145.75,8.488,0.03,396,2388,100,643.36,38.3,23.1529,1600.44,1424.92,14.62,21.61,551.97,2388.22,9067.7,0.0005,-0.0003,2022-03-20
20,518.67,1.3,47.99,519.72,2388.23,8144.47,8.5325,0.03,396,2388,100,643.41,38.64,23.1548,1594.88,1426.76,14.62,21.61,552.72,2388.26,9077.09,-0.0018,0.0003,2022-03-21
20,518.67,1.3,48.05,519.29,2388.2,8143.57,8.5172,0.03,395,2388,100,643.17,38.71,23.0966,1601.99,1417.47,14.62,21.61,552.29,2388.17,9073.09,0.0002,0.0004,2022-03-22
20,518.67,1.3,48.13,520.07,2388.28,8149.67,8.4841,0.03,394,2388,100,643.52,38.35,23.137,1597.12,1425.51,14.62,21.61,551.92,2388.21,9070.27,0.0033,0.0004,2022-03-23
20,518.67,1.3,48.0,520.09,2388.21,8141.72,8.5054,0.03,395,2388,100,643.47,38.51,23.0636,1600.6,1433.5,14.62,21.61,551.66,2388.18,9074.17,-0.0023,-0.0004,2022-03-24
20,518.67,1.3,47.94,519.44,2388.2,8146.11,8.514,0.03,397,2388,100,643.13,38.56,23.1708,1599.29,1417.01,14.62,21.61,552.3,2388.23,9072.11,-0.0009,0.0003,2022-03-25
20,518.67,1.3,48.09,519.92,2388.27,8147.28,8.4936,0.03,395,2388,100,643.89,38.47,23.0928,1595.15,1420.89,14.62,21.61,550.43,2388.22,9076.79,-0.0004,0.0003,2022-03-26
20,518.67,1.3,48.04,520.1,2388.24,8140.46,8.51,0.03,395,2388,100,643.49,38.61,23.1189,1597.07,1425.52,14.62,21.61,551.51,2388.23,9074.17,-0.002,0.0,2022-03-27
20,518.67,1.3,48.19,520.43,2388.25,8139.99,8.5451,0.03,396,2388,100,643.3,38.43,23.0524,1600.38,1426.9,14.62,21.61,551.86,2388.18,9068.48,-0.0021,-0.0002,2022-03-28
20,518.67,1.3,47.99,520.05,2388.22,8145.38,8.5072,0.03,395,2388,100,644.03,38.58,23.1634,1592.36,1423.29,14.62,21.61,550.78,2388.19,9073.6,0.0009,0.0005,2022-03-29
20,518.67,1.3,48.21,520.01,2388.22,8149.06,8.4967,0.03,395,2388,100,643.34,38.38,23.0636,1597.71,1429.25,14.62,21.61,551.15,2388.23,9078.22,-0.0012,0.0005,2022-03-30
20,518.67,1.3,48.16,520.12,2388.24,8144.08,8.4887,0.03,396,2388,100,643.57,38.6,23.1231,1605.67,1431.45,14.62,21.61,552.2,2388.24,9072.49,-0.001,0.0,2022-03-31
20,518.67,1.3,48.41,519.74,2388.22,8146.48,8.48,0.03,397,2388,100,643.89,38.74,22.9885,1603.35,1429.72,14.62,21.61,550.84,2388.22,9075.48,0.0022,-0.0003,2022-04-01
20,518.67,1.3,48.17,519.28,2388.29,8139.51,8.523,0.03,397,2388,100,643.85,38.33,23.146,1608.02,1432.08,14.62,21.61,551.34,2388.27,9075.69,-0.0003,0.0,2022-04-02
20,518.67,1.3,48.23,519.97,2388.23,8143.94,8.5058,0.03,396,2388,100,643.93,38.46,22.9783,1601.9,1437.23,14.62,21.61,551.67,2388.26,9077.16,-0.0012,-0.0001,2022-04-03
20,518.67,1.3,48.15,519.73,2388.25,8143.3,8.5433,0.03,397,2388,100,643.86,38.57,22.9964,1598.43,1430.93,14.62,21.61,551.74,2388.3,9070.66,0.0011,-0.0004,2022-04-04
21,518.67,1.3,47.93,521.13,2388.14,8185.37,8.4777,0.03,395,2388,100,643.64,38.71,23.2371,1595.64,1421.95,14.62,21.61,553.12,2388.14,9117.62,-0.0005,-0.0005,2022-03-16
21,518.67,1.3,47.98,521.02,2388.07,8192.54,8.4571,0.03,395,2388,100,643.16,38.62,23.15,1595.49,1415.35,14.62,21.61,551.88,2388.12,9119.15,0.001,0.0004,2022-03-17
21,518.67,1.3,47.92,520.47,2388.11,8191.23,8.5123,0.03,395,2388,100,643.16,38.53,23.1336,1595.14,1415.78,14.62,21.61,552.41,2388.13,9115.87,0.0002,0.0003,2022-03-18
21,518.67,1.3,47.85,520.68,2388.12,8188.25,8.4978,0.03,394,2388,100,643.43,38.64,23.1996,1596.67,1420.57,14.62,21.61,552.81,2388.11,9123.59,0.0026,-0.0004,2022-03-19
21,518.67,1.3,47.9,520.18,2388.1,8197.22,8.4731,0.03,396,2388,100,643.28,38.76,23.1245,1592.47,1425.74,14.62,21.61,551.82,2388.08,9124.41,-0.0038,0.0002,2022-03-20
21,518.67,1.3,47.71,520.23,2388.11,8196.37,8.5089,0.03,396,2388,100,643.25,38.63,23.1915,1601.61,1423.88,14.62,21.61,552.28,2388.09,9127.29,-0.0004,-0.0004,2022-03-21
21,518.67,1.3,48.05,520.43,2388.12,8205.05,8.4974,0.03,396,2388,100,644.03,38.47,23.0623,1594.42,1427.49,14.62,21.61,551.45,2388.2,9126.2,-0.0038,0.0,2022-03-22
21,518.67,1.3,47.72,521.04,2388.2,8195.84,8.4768,0.03,396,2388,100,643.15,38.53,23.0947,1599.18,1421.65,14.62,21.61,552.49,2388.12,9128.53,0.0002,-0.0002,2022-03-23
21,518.67,1.3,47.99,520.48,2388.11,8203.49,8.5162,0.03,397,2388,100,643.51,38.39,23.0725,1601.81,1414.46,14.62,21.61,552.05,2388.2,9133.01,-0.0028,-0.0001,2022-03-24
21,518.67,1.3,47.84,519.95,2388.13,8202.54,8.5276,0.03,395,2388,100,643.31,38.62,23.126,1597.22,1421.54,14.62,21.61,552.19,2388.14,9132.55,0.0013,0.0002,2022-03-25
21,518.67,1.3,48.02,520.19,2388.1,8206.42,8.5151,0.03,395,2388,100,643.18,38.63,23.1031,1596.2,1424.98,14.62,21.61,552.11,2388.13,9140.98,-0.0008,0.0,2022-03-26
21,518.67,1.3,48.25,519.79,2388.16,8212.31,8.492,0.03,396,2388,100,643.37,38.59,23.0394,1605.88,1421.25,14.62,21.61,552.45,2388.07,9140.81,0.0006,0.0004,2022-03-27
21,518.67,1.3,47.98,520.46,2388.15,8211.32,8.5185,0.03,395,2388,100,642.96,38.36,23.1883,1601.95,1421.99,14.62,21.61,552.16,2388.16,9150.4,0.0001,0.0,2022-03-28
21,518.67,1.3,47.97,520.52,2388.16,8213.86,8.4658,0.03,395,2388,100,643.15,38.43,23.2103,1597.93,1428.04,14.62,21.61,551.89,2388.14,9147.63,0.0039,-0.0002,2022-03-29
21,518.67,1.3,47.98,520.11,2388.15,8217.12,8.5157,0.03,395,2388,100,643.97,38.43,23.0629,1605.53,1420.52,14.62,21.61,552.77,2388.13,9149.16,0.0023,-0.0003,2022-03-30
21,518.67,1.3,48.05,520.11,2388.15,8212.58,8.48,0.03,397,2388,100,643.52,38.58,23.0457,1597.89,1430.71,14.62,21.61,552.18,2388.18,9158.26,-0.0004,-0.0004,2022-03-31
21,518.67,1.3,48.09,520.77,2388.15,8222.4,8.5063,0.03,397,2388,100,643.89,38.35,23.1247,1597.72,1424.5,14.62,21.61,551.78,2388.19,9162.31,-0.0023,0.0,2022-04-01
21,518.67,1.3,48.08,519.83,2388.16,8219.88,8.509,0.03,397,2388,100,644.02,38.54,23.0377,1603.87,1423.72,14.62,21.61,552.26,2388.15,9155.93,0.0008,0.0002,2022-04-02
21,518.67,1.3,48.16,520.48,2388.21,8231.47,8.5032,0.03,398,2388,100,643.85,38.44,22.9791,1604.29,1434.26,14.62,21.61,551.4,2388.18,9164.82,-0.0007,-0.0005,2022-04-03
21,518.67,1.3,48.04,520.26,2388.19,8224.87,8.5197,0.03,399,2388,100,643.87,38.44,22.986,1606.47,1432.84,14.62,21.61,551.79,2388.18,9161.51,0.0022,0.0,2022-04-04
22,518.67,1.3,48.01,519.58,2388.2,8127.56,8.5236,0.03,394,2388,100,643.43,38.56,23.0764,1599.38,1423.81,14.62,21.61,551.26,2388.26,9056.09,-0.0036,0.0001,2022-03-16
22,518.67,1.3,48.01,520.45,2388.25,8124.85,8.4987,0.03,395,2388,100,643.65,38.43,23.1716,1599.02,1426.71,14.62,21.61,552.56,2388.21,9049.53,0.0021,0.0001,2022-03-17
22,518.67,1.3,47.92,520.25,2388.25,8128.24,8.5052,0.03,398,2388,100,643.38,38.57,23.1401,1588.88,1421.4,14.62,21.61,551.48,2388.26,9049.48,-0.0045,0.0003,2022-03-18
22,518.67,1.3,48.14,520.07,2388.26,8126.24,8.5003,0.03,395,2388,100,643.17,38.4,23.2333,1596.58,1421.96,14.62,21.61,552.06,2388.24,9053.42,0.0006,0.0003,2022-03-19
22,518.67,1.3,47.77,519.7,2388.29,8127.13,8.4963,0.03,396,2388,100,643.4,38.56,23.1245,1598.23,1433.13,14.62,21.61,551.29,2388.28,9055.21,-0.001,0.0,2022-03-20
22,518.67,1.3,48.15,519.82,2388.25,8128.86,8.498,0.03,396,2388,100,643.67,38.53,23.0084,1603.14,1423.97,14.62,21.61,551.6,2388.24,9057.19,0.0006,0.0004,2022-03-21
22,518.67,1.3,47.96,519.44,2388.27,8122.3,8.4829,0.03,396,2388,100,643.66,38.32,22.9798,1601.87,1424.76,14.62,21.61,551.28,2388.29,9049.72,0.0023,-0.0003,2022-03-22
22,518.67,1.3,47.96,519.89,2388.22,8128.71,8.5121,0.03,395,2388,100,643.22,38.52,23.0389,1594.43,1426.53,14.62,21.61,551.86,2388.26,9053.33,0.0007,0.0001,2022-03-23
22,518.67,1.3,48.35,519.35,2388.23,8128.78,8.5289,0.03,396,2388,100,643.59,38.45,23.0965,1600.14,1426.73,14.62,21.61,551.82,2388.22,9052.63,0.0036,0.0001,2022-03-24
22,518.67,1.3,48.15,519.76,2388.29,8125.69,8.5363,0.03,395,2388,100,643.13,38.55,23.1417,1603.49,1423.35,14.62,21.61,551.75,2388.31,9052.18,-0.0023,0.0003,2022-03-25
22,518.67,1.3,48.11,519.3,2388.26,8126.97,8.521,0.03,397,2388,100,643.7,38.62,23.0201,1602.78,1427.58,14.62,21.61,551.02,2388.22,9053.75,-0.0025,-0.0003,2022-03-26
22,518.67,1.3,48.24,519.84,2388.25,8128.25,8.4807,0.03,396,2388,100,643.87,38.63,23.1066,1600.98,1422.67,14.62,21.61,552.07,2388.26,9056.58,-0.0043,0.0004,2022-03-27
22,518.67,1.3,48.2,519.54,2388.28,8120.7,8.5599,0.03,396,2388,100,643.55,38.28,23.0552,1595.05,1433.89,14.62,21.61,551.28,2388.23,9054.33,-0.0049,-0.0004,2022-03-28
22,518.67,1.3,48.33,519.97,2388.24,8129.66,8.4664,0.03,395,2388,100,643.21,38.56,23.0754,1598.81,1427.61,14.62,21.61,552.25,2388.3,9056.92,-0.0002,-0.0001,2022-03-29
22,518.67,1.3,48.2,519.46,2388.23,8126.59,8.5264,0.03,396,2388,100,643.8,38.4,23.0069,1604.97,1421.58,14.62,21.61,551.72,2388.26,9063.17,-0.0019,0.0,2022-03-30
22,518.67,1.3,48.09,519.63,2388.26,8129.62,8.5129,0.03,396,2388,100,643.26,38.47,23.103,1602.59,1426.26,14.62,21.61,551.29,2388.22,9053.18,-0.0024,0.0003,2022-03-31
22,518.67,1.3,48.05,519.47,2388.28,8124.25,8.5,0.03,396,2388,100,643.82,38.51,23.0575,1604.09,1433.2,14.62,21.61,551.42,2388.29,9051.09,-0.0013,0.0002,2022-04-01
22,518.67,1.3,48.16,519.29,2388.28,8121.52,8.5116,0.03,396,2388,100,643.44,38.5,23.1504,1594.32,1428.65,14.62,21.61,551.91,2388.27,9054.59,0.0019,0.0,2022-04-02
22,518.67,1.3,48.18,519.61,2388.31,8122.62,8.5023,0.03,397,2388,100,643.7,38.33,23.0433,1598.8,1427.99,14.62,21.61,551.24,2388.26,9053.05,0.0035,0.0,2022-04-03
22,518.67,1.3,48.16,519.31,2388.3,8130.05,8.5361,0.03,398,2388,100,643.64,38.43,22.9965,1609.56,1429.98,14.62,21.61,551.02,2388.3,9053.41,0.0017,-0.0001,2022-04-04
23,518.67,1.3,47.95,520.36,2388.2,8130.33,8.4874,0.03,395,2388,100,643.2,38.5,23.0865,1600.07,1422.14,14.62,21.61,551.7,2388.23,9045.97,-0.0023,0.0003,2022-03-16
23,518.67,1.3,48.01,520.18,2388.2,8126.7,8.4419,0.03,396,2388,100,643.25,38.54,23.043000000000006,1592.41,1423.0,14.62,21.61,551.38,2388.26,9051.55,-0.0025,0.0005,2022-03-17
23,518.67,1.3,47.88,520.22,2388.23,8132.35,8.5021,0.03,395,2388,100,643.44,38.63,23.1031,1602.4,1425.55,14.62,21.61,551.72,2388.23,9059.81,0.0001,0.0002,2022-03-18
23,518.67,1.3,48.07,519.93,2388.25,8131.58,8.4888,0.03,396,2388,100,642.96,38.41,23.1321,1598.41,1420.2,14.62,21.61,551.87,2388.23,9060.07,0.0003,-0.0002,2022-03-19
23,518.67,1.3,47.87,520.76,2388.21,8129.64,8.5274,0.03,396,2388,100,643.44,38.86,23.0991,1604.51,1424.57,14.62,21.61,551.58,2388.23,9058.46,-0.0006,-0.0002,2022-03-20
23,518.67,1.3,48.08,519.86,2388.2,8127.58,8.4979,0.03,395,2388,100,643.55,38.5,23.1401,1595.98,1429.64,14.62,21.61,551.55,2388.23,9060.39,-0.0001,-0.0004,2022-03-21
23,518.67,1.3,48.12,520.5,2388.21,8129.99,8.4805,0.03,395,2388,100,643.03,38.59,23.1968,1598.15,1423.94,14.62,21.61,552.15,2388.22,9052.52,0.002,0.0003,2022-03-22
23,518.67,1.3,47.9,520.01,2388.24,8127.52,8.4631,0.03,393,2388,100,643.24,38.67,23.1932,1596.66,1425.52,14.62,21.61,552.1,2388.3,9058.96,0.0036,0.0,2022-03-23
23,518.67,1.3,48.05,519.76,2388.2,8124.77,8.5077,0.03,397,2388,100,643.29,38.51,23.1551,1604.68,1426.83,14.62,21.61,552.6,2388.29,9061.3,0.0003,0.0004,2022-03-24
23,518.67,1.3,48.15,519.91,2388.26,8128.57,8.4752,0.03,396,2388,100,643.27,38.31,23.0834,1598.58,1425.76,14.62,21.61,551.77,2388.24,9061.7,-0.0013,-0.0001,2022-03-25
23,518.67,1.3,48.07,520.52,2388.24,8128.1,8.5183,0.03,397,2388,100,643.77,38.33,23.1688,1599.79,1432.24,14.62,21.61,551.84,2388.28,9063.89,0.0026,-0.0002,2022-03-26
23,518.67,1.3,48.1,520.6,2388.27,8129.37,8.498,0.03,397,2388,100,643.51,38.4,23.1373,1601.65,1421.6,14.62,21.61,551.59,2388.24,9054.66,0.001,0.0002,2022-03-27
23,518.67,1.3,48.12,520.14,2388.27,8132.69,8.5325,0.03,395,2388,100,643.93,38.38,23.1142,1595.92,1422.2,14.62,21.61,551.66,2388.31,9064.58,-0.0017,-0.0002,2022-03-28
23,518.67,1.3,48.03,519.58,2388.29,8130.19,8.5626,0.03,397,2388,100,643.22,38.66,23.1499,1603.35,1427.07,14.62,21.61,551.82,2388.22,9063.98,-0.0041,-0.0004,2022-03-29
23,518.67,1.3,48.12,520.51,2388.25,8133.24,8.5085,0.03,397,2388,100,643.58,38.49,23.0826,1597.26,1424.4,14.62,21.61,551.72,2388.27,9049.13,0.0021,0.0005,2022-03-30
23,518.67,1.3,48.12,519.48,2388.26,8136.45,8.5117,0.03,396,2388,100,643.52,38.23,23.2024,1600.25,1426.59,14.62,21.61,551.33,2388.3,9058.38,0.0009,0.0001,2022-03-31
23,518.67,1.3,48.17,520.53,2388.25,8127.93,8.5116,0.03,397,2388,100,643.71,38.62,23.1106,1598.78,1425.41,14.62,21.61,551.41,2388.31,9058.02,0.0034,0.0003,2022-04-01
23,518.67,1.3,48.08,519.49,2388.25,8124.49,8.4708,0.03,396,2388,100,644.07,38.37,23.1147,1598.2,1431.62,14.62,21.61,551.45,2388.32,9060.28,0.0003,0.0004,2022-04-02
23,518.67,1.3,48.02,519.22,2388.27,8129.57,8.5071,0.03,397,2388,100,643.76,38.37,23.0965,1603.61,1431.6,14.62,21.61,550.78,2388.27,9057.35,0.0037,0.0002,2022-04-03
23,518.67,1.3,48.19,519.71,2388.36,8127.93,8.5169,0.03,397,2388,100,643.32,38.32,22.9071,1604.16,1431.69,14.62,21.61,551.26,2388.26,9059.37,-0.0007,0.0002,2022-04-04
24,518.67,1.3,47.74,520.41,2388.15,8136.59,8.4518,0.03,394,2388,100,643.26,38.52,23.1884,1591.31,1419.94,14.62,21.61,552.54,2388.22,9060.34,0.0009,-0.0004,2022-03-16
24,518.67,1.3,47.85,520.4,2388.15,8128.44,8.4572,0.03,395,2388,100,642.88,38.6,23.1416,1590.88,1416.49,14.62,21.61,552.52,2388.17,9055.05,0.0025,0.0004,2022-03-17
24,518.67,1.3,47.83,520.48,2388.18,8128.11,8.4835,0.03,395,2388,100,642.89,38.75,23.122,1597.1,1420.47,14.62,21.61,552.91,2388.17,9051.98,0.0005,0.0002,2022-03-18
24,518.67,1.3,47.92,520.45,2388.14,8135.34,8.4941,0.03,394,2388,100,642.92,38.59,23.1388,1591.41,1415.92,14.62,21.61,552.0,2388.17,9052.02,0.0009,0.0002,2022-03-19
24,518.67,1.3,47.76,520.19,2388.14,8129.19,8.4651,0.03,394,2388,100,643.12,38.61,23.1579,1602.61,1415.18,14.62,21.61,552.5,2388.2,9048.98,-0.0017,-0.0005,2022-03-20
24,518.67,1.3,47.8,520.65,2388.21,8123.5,8.5049,0.03,396,2388,100,643.75,38.56,23.1208,1598.02,1421.91,14.62,21.61,551.53,2388.27,9048.94,-0.0021,0.0,2022-03-21
24,518.67,1.3,47.95,520.6,2388.23,8123.74,8.506,0.03,394,2388,100,643.34,38.46,23.0912,1600.07,1422.57,14.62,21.61,551.21,2388.22,9050.3,-0.0031,-0.0001,2022-03-22
24,518.67,1.3,47.89,520.6,2388.23,8130.42,8.463,0.03,395,2388,100,643.41,38.66,23.0909,1592.99,1428.11,14.62,21.61,551.68,2388.21,9050.85,0.0037,0.0003,2022-03-23
